Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Players,Season,ALL_STAR
Naz Mitrou-Long,SG,26,IND,3,0,14.3,2.0,5.3,.375,0.7,3.7,.182,1.3,1.7,.800,.438,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7,43,10.1,.438,.688,.000,0.0,15.3,7.7,22.2,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.015,,-1.9,2.4,0.5,0.0,,,NO
Adam Mokoka,SG,21,CHI,11,0,10.2,1.1,2.5,.429,0.5,1.4,.400,0.5,1.2,.462,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,,0.1,0.1,0.2,.073,,-3.1,-1.0,-4.1,-0.1,,,NO
Malik Monk,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,1169,12.7,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,,0.1,0.6,0.7,.028,,-1.0,-1.3,-2.3,-0.1,,,NO
Matt Mooney,SG,22,CLE,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,19,8.1,.250,.500,.000,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,,0.0,0.0,0.0,.006,,-5.3,5.0,-0.3,0.0,,,NO
E'Twaun Moore,SG,30,NOP,51,5,18.8,3.4,8.0,.424,1.2,3.1,.375,2.2,4.9,.456,.498,0.6,0.8,.674,0.6,1.8,2.4,1.4,0.5,0.2,0.7,1.5,8.6,958,11.1,.509,.390,.105,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,,0.2,0.6,0.8,.042,,-2.0,-1.0,-2.9,-0.2,,,NO
Ja Morant,PG,20,MEM,59,59,30.0,6.7,13.6,.491,0.9,2.4,.367,5.8,11.2,.517,.523,3.5,4.5,.770,0.7,2.8,3.5,6.9,0.9,0.3,3.2,1.5,17.6,1771,18.0,.568,.174,.331,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26.0,,2.2,1.2,3.4,.093,,1.6,-1.3,0.4,1.1,,,NO
Juwan Morgan,PF,22,UTA,16,0,4.6,0.6,1.1,.529,0.1,0.3,.200,0.5,0.8,.667,.559,0.0,0.0,,0.3,0.9,1.2,0.1,0.0,0.1,0.2,0.4,1.2,74,8.8,.559,.294,.000,7.8,19.8,14.1,3.8,0.0,1.1,15.0,11.9,,0.0,0.1,0.1,.066,,-2.9,-0.4,-3.3,0.0,,,NO
Marcus Morris,SF-PF,30,TOT,55,55,31.4,5.9,13.6,.433,2.4,5.9,.410,3.5,7.7,.451,.522,3.1,3.8,.823,1.0,4.1,5.1,1.4,0.8,0.5,1.6,2.9,17.4,1727,14.8,.567,.432,.279,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,,2.0,1.2,3.2,.088,,0.9,-0.8,0.1,0.9,,,NO
Marcus Morris,SF,30,NYK,43,43,32.3,6.5,14.8,.442,2.7,6.1,.439,3.8,8.7,.444,.533,3.8,4.6,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6,1387,16.5,.582,.415,.311,3.6,14.7,9.0,6.8,1.2,1.2,9.2,24.4,,2.2,0.8,2.9,.101,,1.9,-1.1,0.8,1.0,,,NO
Marcus Morris,PF,30,LAC,12,12,28.3,3.7,9.5,.386,1.4,5.0,.283,2.3,4.5,.500,.461,0.8,0.9,.818,0.6,3.4,4.0,1.5,0.7,0.8,1.3,2.8,9.5,340,7.7,.480,.526,.096,2.2,12.2,7.3,7.2,1.1,2.6,11.2,16.4,,-0.2,0.4,0.2,.033,,-3.1,0.5,-2.6,-0.1,,,NO
Markieff Morris,PF,30,TOT,52,16,21.3,3.6,8.2,.445,1.6,4.0,.386,2.1,4.1,.502,.540,1.3,1.6,.783,0.7,3.2,3.8,1.4,0.5,0.3,1.4,2.3,10.1,1106,12.4,.568,.494,.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,,0.4,0.8,1.2,.053,,-1.2,-0.9,-2.1,0.0,,,NO
Markieff Morris,PF,30,DET,44,16,22.5,4.0,8.8,.450,1.7,4.3,.397,2.3,4.5,.500,.546,1.4,1.8,.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0,988,12.7,.573,.486,.203,2.7,17.3,9.9,11.0,1.3,0.9,14.2,21.8,,0.3,0.7,1.0,.049,,-1.0,-1.0,-2.1,0.0,,,NO
Markieff Morris,PF,30,LAL,8,0,14.8,1.8,4.5,.389,0.8,2.6,.286,1.0,1.9,.533,.472,0.5,0.5,1.000,1.3,2.0,3.3,0.6,0.3,0.5,0.6,2.0,4.8,118,9.8,.503,.583,.111,9.5,14.4,12.0,5.5,0.8,3.0,11.7,15.3,,0.1,0.2,0.2,.086,,-2.5,0.1,-2.4,0.0,,,NO
Monte Morris,PG,24,DEN,65,8,21.6,3.4,7.4,.459,0.8,2.2,.375,2.6,5.2,.494,.514,0.8,1.0,.823,0.3,1.4,1.7,3.5,0.8,0.2,0.7,1.0,8.4,1402,14.9,.537,.298,.128,1.6,7.3,4.4,23.3,1.9,1.1,8.1,17.2,,2.2,1.2,3.4,.117,,0.2,-0.1,0.1,0.8,,,NO
Johnathan Motley,PF,24,LAC,13,0,3.2,0.8,1.2,.733,0.1,0.1,1.000,0.8,1.1,.714,.767,0.4,0.5,.714,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2,41,28.4,.774,.067,.467,7.7,17.2,12.6,32.8,3.4,0.0,21.7,23.4,,0.2,0.1,0.3,.299,,4.8,3.3,8.1,0.1,,,NO
Emmanuel Mudiay,PG,23,UTA,48,1,15.7,2.8,6.0,.471,0.6,1.6,.355,2.3,4.4,.512,.517,1.1,1.4,.754,0.4,2.0,2.4,2.2,0.4,0.2,1.4,1.3,7.3,752,13.7,.550,.263,.239,2.6,13.7,8.4,21.8,1.2,1.1,16.9,22.4,,0.3,0.8,1.1,.071,,-1.2,0.1,-1.1,0.2,,,NO
Mychal Mulder,SG,25,GSW,7,3,29.1,3.7,9.6,.388,2.3,7.4,.308,1.4,2.1,.667,.507,1.3,1.7,.750,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0,204,7.8,.533,.776,.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,,0.1,0.0,0.1,.017,,-3.3,-2.9,-6.1,-0.2,,,NO
Dejounte Murray,PG,23,SAS,58,50,24.9,4.4,9.3,.475,0.6,1.6,.378,3.8,7.7,.494,.507,1.3,1.6,.798,1.2,4.6,5.8,4.1,1.7,0.3,1.9,2.2,10.7,1447,17.1,.535,.168,.175,5.0,20.0,12.5,23.7,3.3,1.0,15.7,20.6,,0.9,1.7,2.6,.087,,-0.5,1.5,1.0,1.1,,,NO
Jamal Murray,PG,22,DEN,55,55,32.8,7.0,15.4,.455,1.9,5.5,.345,5.1,9.9,.517,.517,2.9,3.2,.893,0.8,3.2,3.9,4.8,1.2,0.3,2.3,1.8,18.8,1804,17.5,.559,.359,.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,,2.5,1.6,4.2,.111,,1.8,-0.7,1.1,1.4,,,NO
Džanan Musa,SF,20,BRK,35,0,11.5,1.4,4.0,.360,0.4,1.9,.231,1.0,2.1,.473,.414,0.9,1.3,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2,404,8.4,.467,.468,.317,5.0,12.9,9.0,11.0,1.5,0.2,15.5,19.4,,-0.4,0.4,0.0,.006,,-4.1,-0.7,-4.8,-0.3,,,NO
Mike Muscala,C,28,OKC,41,0,12.0,1.6,3.9,.403,1.0,2.9,.358,0.5,1.0,.538,.538,0.4,0.5,.818,0.3,2.0,2.3,0.8,0.2,0.3,0.3,1.2,4.6,492,12.2,.560,.755,.138,3.0,17.7,10.6,9.8,0.8,1.9,7.7,16.4,,0.5,0.5,1.0,.102,,-0.1,-0.1,-0.2,0.2,,,NO
Sviatoslav Mykhailiuk,SF,22,DET,56,27,22.6,3.0,7.2,.410,2.1,5.1,.404,0.9,2.1,.425,.552,1.0,1.3,.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,1265,11.2,.578,.704,.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,,1.0,0.6,1.6,.060,,-0.7,-1.2,-1.8,0.0,,,NO
Abdel Nader,SF,26,OKC,48,5,15.8,2.1,4.6,.455,0.8,2.2,.371,1.3,2.4,.530,.543,1.0,1.3,.774,0.3,1.6,1.9,0.7,0.4,0.4,0.8,1.4,6.0,756,11.2,.580,.477,.282,2.1,10.8,6.6,6.6,1.3,2.3,12.7,16.5,,0.4,0.7,1.1,.072,,-1.1,0.2,-0.8,0.2,,,NO
Larry Nance Jr.,C,27,CLE,56,10,26.3,4.1,7.7,.531,1.0,2.8,.352,3.1,4.9,.636,.596,0.9,1.3,.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,,2.8,1.1,3.9,.128,,1.4,0.3,1.8,1.4,,,NO
Shabazz Napier,PG,28,TOT,51,30,24.2,3.3,8.1,.412,1.4,4.4,.320,1.9,3.7,.518,.498,2.3,2.8,.823,0.5,2.4,2.9,5.0,1.3,0.2,2.2,1.8,10.3,1234,14.5,.555,.538,.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,,1.1,0.8,1.9,.075,,-0.3,-0.2,-0.5,0.5,,,NO
Shabazz Napier,PG,28,MIN,36,22,23.8,3.2,7.9,.403,1.3,4.4,.296,1.9,3.4,.540,.486,2.0,2.4,.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6,856,13.9,.539,.562,.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,,0.6,0.6,1.3,.071,,-0.5,-0.2,-0.8,0.3,,,NO
Shabazz Napier,PG,28,WAS,15,8,25.2,3.7,8.7,.431,1.6,4.2,.381,2.1,4.5,.478,.523,2.9,3.5,.830,0.5,1.9,2.4,4.4,1.7,0.1,2.3,2.1,12.0,378,15.7,.587,.485,.408,2.2,8.5,5.2,24.2,3.2,0.5,18.6,20.7,,0.4,0.2,0.6,.082,,0.2,-0.2,0.1,0.2,,,NO
Raul Neto,PG,27,PHI,49,3,11.5,1.6,3.6,.451,0.6,1.4,.394,1.0,2.1,.490,.531,0.5,0.6,.839,0.2,0.8,1.1,1.6,0.4,0.1,0.9,0.9,4.3,565,11.5,.562,.406,.177,2.1,8.0,5.1,19.3,1.9,0.8,18.2,17.6,,0.2,0.6,0.8,.071,,-1.8,-0.1,-1.9,0.0,,,NO
Malik Newman,SG,22,CLE,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4,-11.3,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,,0.0,0.0,0.0,-0.503,,-14.5,-11.3,-25.9,0.0,,,NO
Georges Niang,PF,26,UTA,58,0,13.3,2.1,4.6,.453,1.3,3.2,.416,0.7,1.4,.538,.598,0.3,0.4,.864,0.2,1.7,1.9,0.6,0.2,0.1,0.4,1.1,5.8,772,12.4,.612,.698,.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,,1.0,0.7,1.7,.105,,0.9,-0.4,0.5,0.5,,,NO
Nerlens Noel,C,25,OKC,55,6,18.4,3.2,4.6,.685,0.0,0.1,.333,3.1,4.6,.689,.687,1.4,1.8,.765,1.5,3.4,4.9,1.0,1.0,1.5,1.0,2.6,7.7,1014,21.7,.714,.012,.386,9.3,20.0,14.8,7.9,2.7,6.9,15.4,15.3,,2.7,2.1,4.8,.225,,0.5,3.4,4.0,1.5,,,NO
Zach Norvell,SG,22,TOT,5,0,8.2,0.6,2.4,.250,0.6,1.6,.375,0.0,0.8,.000,.375,0.2,0.2,1.000,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0,41,2.6,.402,.667,.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,,-0.1,0.0,-0.1,-0.084,,-7.1,-1.2,-8.3,-0.1,,,NO
Zach Norvell,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5,-5.6,.000,.000,.000,0.0,21.3,10.9,0.0,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,-0.149,,-10.2,-2.4,-12.6,0.0,,,NO
Zach Norvell,SG,22,GSW,3,0,12.0,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.3,0.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3,36,3.7,.437,.727,.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.075,,-6.7,-1.1,-7.7,-0.1,,,NO
Jaylen Nowell,SG,20,MIN,15,0,10.1,1.3,3.5,.358,0.2,1.7,.115,1.1,1.8,.593,.387,1.1,1.1,.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,151,10.5,.471,.491,.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,,0.1,0.0,0.2,.051,,-2.9,-0.8,-3.7,-0.1,,,NO
Frank Ntilikina,PG,21,NYK,57,26,20.8,2.3,5.8,.393,0.8,2.4,.321,1.5,3.4,.444,.459,0.9,1.0,.864,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3,1187,9.8,.497,.411,.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,,0.1,0.8,0.9,.037,,-3.6,0.4,-3.2,-0.4,,,NO
Kendrick Nunn,SG,24,MIA,62,62,29.8,6.1,13.7,.448,2.1,5.8,.362,4.0,7.9,.512,.525,1.2,1.5,.837,0.3,2.4,2.7,3.4,0.8,0.2,1.6,2.3,15.6,1846,13.5,.545,.426,.108,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,,1.0,1.4,2.4,.064,,-0.7,-1.3,-2.0,0.0,,,NO
David Nwaba,SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,268,14.0,.627,.394,.380,3.2,13.9,8.6,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.142,,-1.1,2.0,1.0,0.2,,,NO
Royce O'Neale,PF,26,UTA,64,55,29.1,2.2,5.0,.439,1.3,3.3,.389,0.9,1.7,.536,.567,0.6,0.8,.735,0.3,5.0,5.3,2.5,0.7,0.4,0.8,2.8,6.3,1862,9.3,.584,.657,.153,1.4,17.8,10.0,11.5,1.2,1.3,12.7,9.3,,1.8,2.2,4.0,.104,,-1.3,2.1,0.8,1.3,,,NO
Kyle O'Quinn,C,29,PHI,26,1,9.9,1.3,2.8,.486,0.3,0.9,.304,1.1,1.9,.571,.535,0.4,0.7,.526,1.2,2.5,3.8,1.3,0.2,0.8,0.7,1.3,3.3,258,18.1,.541,.319,.264,13.7,28.3,21.0,19.1,0.9,7.3,18.3,16.5,,0.3,0.5,0.8,.155,,-0.7,2.2,1.5,0.2,,,NO
Semi Ojeleye,PF,25,BOS,61,5,14.6,1.1,2.6,.409,0.6,1.6,.367,0.5,1.0,.475,.522,0.4,0.5,.893,0.4,1.6,2.0,0.5,0.3,0.1,0.2,1.0,3.1,891,7.6,.557,.616,.176,2.9,11.9,7.5,4.5,1.0,0.5,6.5,8.8,,0.8,0.9,1.7,.091,,-2.1,0.5,-1.6,0.1,,,NO
Jahlil Okafor,C,24,NOP,28,9,15.1,3.1,5.1,.611,0.0,0.1,.500,3.1,5.1,.613,.615,1.3,2.1,.638,1.6,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.6,424,17.8,.631,.014,.403,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,,0.7,0.4,1.1,.129,,-0.8,0.6,-0.2,0.2,,,NO
Elie Okobo,PG,22,PHO,54,3,13.1,1.3,3.4,.398,0.5,1.3,.352,0.9,2.0,.427,.467,0.9,1.2,.687,0.3,1.3,1.6,2.1,0.4,0.1,0.7,1.0,4.0,707,10.5,.511,.392,.370,2.5,11.6,6.9,21.5,1.6,0.5,15.3,14.9,,0.4,0.5,0.9,.059,,-2.0,-0.1,-2.1,0.0,,,NO
Josh Okogie,SG,21,MIN,62,28,25.0,2.7,6.4,.427,0.7,2.5,.266,2.1,3.9,.529,.479,2.5,3.1,.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,1547,11.5,.553,.387,.480,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,,1.0,1.2,2.2,.067,,-2.4,0.0,-2.4,-0.1,,,NO
KZ Okpala,SF,20,MIA,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4,26,13.7,.595,.200,.400,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,,0.0,0.0,0.1,.119,,-1.2,4.0,2.7,0.0,,,NO
Victor Oladipo,SG,27,IND,13,10,25.9,4.8,12.4,.391,1.6,5.3,.304,3.2,7.1,.457,.457,2.5,3.2,.780,0.5,2.6,3.2,3.0,0.8,0.2,2.2,1.6,13.8,337,12.0,.500,.429,.255,2.3,11.0,6.7,16.9,1.6,0.8,13.5,27.0,,-0.3,0.4,0.1,.008,,-1.7,-1.3,-3.0,-0.1,,,NO
Kelly Olynyk,C,28,MIA,59,6,18.5,2.6,5.4,.476,1.4,3.1,.432,1.2,2.2,.538,.603,1.2,1.4,.854,0.6,3.8,4.4,1.6,0.6,0.3,1.1,2.4,7.7,1089,14.7,.640,.584,.259,4.0,22.0,13.4,13.2,1.7,1.6,15.1,16.9,,1.7,1.5,3.2,.140,,0.1,1.0,1.1,0.8,,,NO
Miye Oni,SG,22,UTA,5,0,2.2,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,11,-9.9,.000,.500,.000,0.0,19.1,10.0,0.0,0.0,0.0,33.3,12.0,,-0.1,0.0,-0.1,-0.285,,-12.7,-4.6,-17.3,0.0,,,NO
Cedi Osman,SF,24,CLE,65,65,29.4,4.1,9.4,.437,1.9,4.9,.383,2.2,4.4,.497,.538,1.0,1.4,.670,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0,1910,10.7,.552,.527,.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,,1.1,0.5,1.6,.040,,-1.6,-0.9,-2.6,-0.3,,,NO
Kelly Oubre Jr.,SF,24,PHO,56,55,34.5,6.7,14.8,.452,1.9,5.5,.352,4.7,9.3,.511,.517,3.4,4.4,.780,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7,1933,14.9,.560,.372,.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,,1.7,1.9,3.6,.090,,-0.3,-0.4,-0.6,0.7,,,NO
Tariq Owens,PF,24,PHO,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3,15,8.4,.340,.400,.400,14.5,7.6,11.1,0.0,3.2,0.0,0.0,16.7,,0.0,0.0,0.0,.017,,-3.1,-2.8,-5.9,0.0,,,NO
Jeremy Pargo,PG,33,GSW,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3,44,12.7,.557,.318,.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,,0.0,0.0,0.0,.011,,-2.8,-3.1,-5.9,0.0,,,NO
Jabari Parker,PF,24,TOT,33,23,25.8,6.0,12.1,.499,0.9,3.5,.267,5.1,8.6,.594,.538,1.7,2.2,.743,1.6,4.3,5.9,1.8,1.3,0.5,1.8,2.8,14.7,852,17.0,.561,.291,.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,,0.5,0.7,1.2,.066,,0.2,-0.4,-0.1,0.4,,,NO
Jabari Parker,PF,24,ATL,32,23,26.2,6.2,12.3,.504,1.0,3.6,.270,5.2,8.7,.601,.543,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0,837,17.2,.565,.293,.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24.0,,0.5,0.7,1.2,.069,,0.4,-0.3,0.1,0.4,,,NO
Jabari Parker,PF,24,SAC,1,0,15.0,1.0,6.0,.167,0.0,1.0,.000,1.0,5.0,.200,.167,2.0,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,15,4.0,.291,.167,.333,0.0,30.9,15.0,17.4,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,-0.079,,-6.9,-3.4,-10.3,0.0,,,NO
Chandler Parsons,SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,54,5.6,.389,.778,.000,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,,-0.1,0.0,-0.1,-0.066,,-4.7,-1.3,-6.0,-0.1,,,NO
Eric Paschall,PF,23,GSW,60,26,27.6,5.3,10.7,.497,0.6,2.2,.287,4.7,8.5,.550,.526,2.7,3.5,.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0,1654,14.5,.571,.202,.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,,1.6,0.5,2.1,.062,,-0.7,-2.0,-2.7,-0.3,,,NO
Anžejs Pasečņiks,C,24,WAS,24,0,16.9,2.3,4.4,.528,0.0,0.1,.000,2.3,4.3,.538,.528,1.3,2.3,.593,1.6,2.5,4.1,0.7,0.3,0.5,0.9,2.7,6.0,405,11.6,.555,.019,.509,10.2,16.9,13.4,5.7,0.9,2.6,14.5,15.6,,0.3,0.2,0.5,.056,,-3.8,-1.6,-5.4,-0.3,,,NO
Patrick Patterson,PF,30,LAC,51,18,11.9,1.5,3.7,.404,1.1,2.8,.387,0.4,0.9,.457,.551,0.5,0.7,.794,0.6,1.8,2.4,0.6,0.1,0.1,0.4,0.8,4.6,607,11.7,.576,.755,.181,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,,0.9,0.6,1.5,.118,,0.9,-0.5,0.4,0.4,,,NO
Justin Patton,C,22,OKC,5,0,4.8,0.8,2.0,.400,0.2,0.8,.250,0.6,1.2,.500,.450,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,24,4.7,.450,.400,.000,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,,0.0,0.0,0.0,-0.066,,-6.9,-3.3,-10.1,-0.1,,,NO
Chris Paul,PG,34,OKC,63,63,31.8,6.3,12.8,.489,1.6,4.4,.362,4.7,8.3,.557,.552,3.6,4.0,.900,0.3,4.6,4.9,6.8,1.6,0.1,2.2,2.2,17.7,2003,21.7,.609,.347,.311,1.2,15.5,8.6,33.4,2.4,0.4,13.0,23.2,,5.5,2.5,8.1,.194,,3.1,1.2,4.3,3.2,Chris Paul,2020.0,YES
Elfrid Payton,PG,25,NYK,45,36,27.7,4.3,9.8,.439,0.3,1.5,.203,4.0,8.2,.482,.455,1.1,1.9,.570,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0,1246,16.0,.470,.157,.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,,0.5,1.2,1.7,.065,,-0.3,0.3,0.0,0.6,,,NO
Gary Payton II,PG,27,WAS,29,17,14.9,1.7,4.0,.414,0.4,1.6,.283,1.2,2.4,.500,.470,0.1,0.3,.500,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9,432,11.3,.473,.397,.069,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,,0.1,0.4,0.4,.049,,-3.1,1.5,-1.6,0.0,,,NO
Norvel Pelle,C,26,PHI,20,0,8.9,0.9,1.8,.514,0.0,0.0,,0.9,1.8,.514,.514,0.3,0.6,.500,0.8,2.2,3.0,0.4,0.1,1.3,0.7,2.0,2.1,178,11.2,.521,.000,.343,9.9,27.3,18.6,5.3,0.3,12.0,24.4,12.9,,-0.1,0.4,0.3,.082,,-7.1,3.1,-4.1,-0.1,,,NO
Theo Pinson,SG,24,BRK,33,0,11.1,1.4,4.7,.290,0.5,2.4,.188,0.9,2.3,.400,.339,0.5,0.5,.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6,365,5.2,.370,.516,.103,2.9,12.1,7.6,22.0,2.2,0.9,16.9,22.4,,-1.0,0.5,-0.6,-0.074,,-6.9,-0.2,-7.1,-0.5,,,NO
Mason Plumlee,C,29,DEN,53,1,17.0,2.9,4.7,.617,0.0,0.1,.000,2.9,4.6,.627,.617,1.4,2.6,.536,1.7,3.6,5.3,2.4,0.5,0.6,1.4,2.4,7.2,900,19.1,.615,.016,.556,11.0,23.9,17.4,20.0,1.6,3.4,18.9,18.4,,1.7,1.3,3.0,.162,,0.2,2.0,2.2,1.0,,,NO
Jakob Poeltl,C,24,SAS,58,10,16.6,2.3,3.8,.619,0.0,0.0,,2.3,3.8,.619,.619,0.6,1.3,.486,1.8,3.6,5.3,1.8,0.5,1.4,0.8,1.7,5.3,965,19.6,.611,.000,.339,11.6,23.0,17.3,14.6,1.5,7.7,15.2,13.3,,2.0,1.3,3.3,.165,,0.8,2.3,3.1,1.2,,,NO
Vincent Poirier,C,26,BOS,21,0,5.4,0.8,1.6,.485,0.0,0.1,.500,0.7,1.5,.484,.500,0.3,0.3,.857,0.5,1.1,1.6,0.3,0.1,0.3,0.3,1.1,1.9,114,12.8,.540,.061,.212,9.5,22.4,16.0,8.6,0.8,4.9,14.3,15.8,,0.1,0.2,0.3,.124,,-4.5,0.7,-3.8,-0.1,,,NO
Shamorie Ponds,PG,21,TOR,4,0,2.8,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,11,33.2,.765,.400,.400,0.0,9.4,4.8,32.1,0.0,8.8,0.0,22.9,,0.1,0.0,0.1,.451,,8.4,5.3,13.7,0.0,,,NO
Jordan Poole,SG,20,GSW,57,14,22.4,2.9,8.8,.333,1.3,4.6,.279,1.6,4.2,.392,.406,1.7,2.1,.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,1274,7.2,.454,.528,.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,,-1.6,0.4,-1.2,-0.047,,-4.4,-2.2,-6.6,-1.5,,,NO
